text,label
"Pod pretekstem walki z mniemaną pandemią totalniacka władza w pełnym porozumieniu z tresowaną opozycją proceduje właśnie ustawowe ramy nowego apartheidu, segregacji - na razie dla niezamaskowanych, jutro dla nieszczepionych.",negative
Dziękujemy 🔥🔥,positive
Z południowego frontu kampanii,neutral
#PKP #intercity #Opoczno Dziekuje,positive
"Dziś padł nowy rekord zakażeń koronawirusem w Polsce. 615 nowych przypadków. Tak rząd PiS radzi sobie z pandemią. Przy okazji nasuwa się pytanie, gdzie jest minister Szumowski, gdy w Polsce przybywa coraz więcej chorych?",negative
"Chamie,prostaku,nędzna gnido!Uderzyłeś bezbronną dziewczynę na ostatnim meczu za to że kibicowała drużynie!Żałosny bohaterze znajdziemy cię",negative
89-latka usypiała i okradała | wDolnymSlasku,neutral
😂👍,ambiguous
"Ciekawe jak przykryją teraz wyczyn Palikota, głównego celebryty politycznego w mediach!",negative
"Pracowity dzień dyżurów radnego wojewódzkiego. W Dąbrowie Tarn. z burmistrzem i dyr. DDK rozmawiałem o wsparciu dla kultury. W Tarnowie z prezesem AZS PWSZ i szefem stowarzyszenia kibiców Unii o projektach sportowych, a w Brzesku z OSP Mokrzyska o inwestycjach",positive
"Prof Andrzej Nowak uważa, że Donaldowi Tuskowi brakuje kultury dyplomatycznej oraz zdolności myślenia geopolitycznego, bowiem zaognia relacje między USA a UE. Pełna zgoda Panie Profesorze.",positive
ale w momencie kiedy przyszliście do resortu mieliście przygotowane gotowe rozwiazanie.,neutral
Wygląda przepysznie!,positive
"Walczę z głupotą, nietolerancją, a religię i kler po prostu właściwie umiejscawiam w państwie.",positive
"w #KoalicjaEuropejska. Tworzymy ją jako porozumienie partii należących do wszystkich proeuropejskich grup w Parlamencie Europejskim: , , i .",positive
Jak to Polacy? Niemozliwe! Polacy wrocili 2 lata temu do kraju. Widzialem to w spotach PO:),negative
"Za sprawą deklaracji poniżej przyszłym prezydent V Republiki, już za dwa tygodnie.",neutral
nie damy sobie odebrać 💪🏻 Jak widać komuna w czystej postaci.,positive
Działamy 🇵🇱 Komisja Gospodarki i Rozwoju 😄 #JedziemyDalej #DobryCzasPL,positive
#Wieluń czeka,neutral
Irenka już zagłosowała. Teraz kolej na mnie!,positive
"Masz pytania do sędziów? Wątpliwości? Nie przekonują Cię? Przyjdź i rozwiej je ""Oko w Oko z Temidą""! Już w...",neutral
"W pierwszej kolejnosci liczy się wynik między nimi, proszę dokładnie przeczytać troszkę niżej 😉",positive
"Czy wynik wyborów zrewidował ocenę przebiegu marszu równości przez ? Jeszcze w niedzielę nie dostrzegała Pani profanacji procesji Bożego Ciała, teraz jest Pani oburzona? Przepraszam, ale po ludzku słabe to jest.",negative
"Niestety,tak, jak się obawiałam, pan robi show. Panie mecenasie, nie wypada, by mylił Pan komisję śledczą #AmberGold z sądem.",negative
"Twórcy akcji #BYTOMtoNIEhasiok udzielili mi poparcia w wyborach na prezydenta Bytomia. Stało się to na mocy porozumienia, w którym pisemnie zobowiązałem się, że po wygranych wyborach podejmę zdecydowane działania w sprawie likwidacji nielegalnych składowisk odpadów w mieście.",neutral
"do sedna. chce hucpy i spektaklu, a nie pokazania raportu i rzetelnej dyskusji.",negative
3⃣*⃣więcej wyborców PiS w 2019 roku w porównaniu do roku 2014 - wyniki wyborów do PE w Okręgu 13 zachodniopomorskie i lubuskie 😀👏,positive
Popieramy Gruzję w staraniach o wejście do NATO i UE - deklaracja Zgromadzenia Polska-Gruzja,positive
"To już nie #bazarek czekamy na oficjalne wyniki, ale wiele wskazuje na to, że mieszkańcy #Lublin dali zaufanie nie tylko mi, ale też kandydatom mojego komitetu do rady miasta.",positive
Konwencja #PolskaObywatelska o 10 we Wrocławiu. Plan na dziś: debata o edukacji i podpisanie deklaracji wrocławskiej,neutral
"Dobrze, że PiS wnioskował o to dodatkowe posiedzenie sejmu. Trzeba pokazać jedność i determinację w sprawie Ukrainy.",positive
"Jesteś małym człowiekiem, nie podejmuj się wielkich zadań. A takim z pewnością jest bycie głową dużego państwa w środku Europy.",ambiguous
Będę miał dzisiaj przyjemność wystąpienia w dyskusji na forum Wspólnie dla Przyszłości. Porozmawiamy o kulturze. Zapraszam do Opola,positive
Dziewicą konsystorską.,ambiguous
"Dziś mija 40 lat od podpisania Porozumień Sierpniowych. 60 lat po zwycięskiej wojnie polsko-bolszewickiej, znów zatriumfowaliśmy nad komunistami. Wtedy też powstał NSZZ ""Solidarność"", pierwsza w krajach komunistycznych, niezależna, legalna org. związkowa, licząca 10 mln Polaków✌️",positive
"Cieszę się, że to największe, tegoroczne ćwiczenie Sił Zbrojnych #Dragon17 przebiega znakomicie.",positive
",,Chatka Puchatka” na Połoninie........... do przebudowy. Kto wie na której Połoninie ?",ambiguous
Ważne wsparcie ! :-),positive
Tarcza antykryzysowa przyjęta przez Sejm.,neutral
Zapraszam organizacje pozarządowe do składania ofert w konkursie Funduszu Inicjatyw Obywatelskich 2016.,positive
przede wszystkim chcemy zmusić rząd (obojętnie która opcja go tworzy) żeby słuchał obywateli.,neutral
ALARM! Zagrożone bezpieczeństwo żywieniowe w całej Polsce! #ASF,ambiguous
(2/2) Nowoczesny sprzęt wojskowy powstaje w #Gliwice,neutral
Naszym kandydatem w wyborach do Sejmiku Mazowieckiego liderem listy z okregu radomskiego jest Radosław Fogiel.,neutral
Kujawsko - pomorskie zaprasza✌️ #Trzaskowski2020,positive
Francja wybrała: Macron wygrał wyraźniej niż wskazywały sondaże. Faktycznie Pani Le Pen nie miała dobrego pomysłu na II turę.,positive
Jak tam sobotnie zakupy? Ceny znów wzrosły - przejściowo 😅 radzi: z zakupem chleba poczekaj do jesieni,ambiguous
każdy sobie dodaje wigoru jak potrafi :),positive
Już jutro o godz. 12 na Arenie Ursynów w Warszawie konwencja programowa . #Lewica Zapisy ➡️,neutral
"#Złe2Lata dla przedsiebiorców - złe tworzenie prawa,ograniczanie swobody,zapowiedzi blokowania kont, odczuwalny brak pracowników, brak optymizmu do inwestowania....Co jeszcze?",negative
Ja mam więcej niż przeczucia - większości bliżej było do Leszka Balcerowicza czy Janusza Lewandowskie go.,neutral
Proszę nie spłycać problemu. Sens jest taki: wsiadasz do auta z pijanym kierowcą. I wiesz o tym. Jestes współwinny/na wypadku czy nie?,neutral
#SKOKnakasę #podatkiPlus,negative
"Przekonaj się, że jesteś Człowiekiem Europy! #czlowiekeuropy",positive
jeśli ktoś myśli że JK odpuści to znaczy że nie zna go. Nie po to 8 razy przegrywał żeby kogoś innego premierem robić,neutral
Zniesienie abonamentu RTV to główny temat dzisiejszej konferencji prasowej zorganizowanej prze PSL w Szczecinie.,neutral
Już na spokojnie. Dzisiaj świat topniał tak.,ambiguous
"To są ważne wybory dla Polski, musimy zwyciężyć - #NiechŻyjePolska proszę państwa o głos! Prezydent #Gorlice #DUDA2020 🇵🇱🇵🇱🇵🇱",positive
.:. szczerze i wszystkim .:.,positive
Mój profil na Twitterze osiągnął 2⃣3⃣0⃣0⃣ osób. Dziękuję wam wszystkim z osobna za tak ogromne zainteresowanie. Znajdziecie tutaj Państwo najważniejsze informacje które związane są z naszą Ojczyzną oraz Ziemią Olkuską. Zapraszam również na mojego Fb-,positive
Po wczorajszym dniu dzisiejsze wystąpienie P.Brejzy gdzie w pierwszym zdaniu przywołuje Prezydenta Lecha Kaczyńskiego-to jawna prowokacja.,negative
jestem :),ambiguous
"W rozpoczynającym się roku szkolnym 2018/2019 – „Roku dla Niepodległej” nauczycielom życzę, by Ich misja edukacyjno-wychowawcza przynosiła obfite i dobre owoce; rodzicom, by byli dumni z osiągnięć swoich dzieci, a uczniom niegasnącego zapału w odkrywaniu świata.",positive
prawdziwi polacy-katolicy jak zwykle pełni miłości do bliżniego swego !,negative
Zamiast słów,ambiguous
"PiS zwleka z decyzją w sprawie wieku emerytalnego, więc PSL składa projekt obywatelski.",neutral
"Niedzielna Złota Góra,słońce, las, szybkie kijki...",positive
Robią nas w konia: AFERA podsłuchowa i taśmy Wprost to CYRK medialny,negative
"Nie wiem z kim się dogadujesz, ja mam jeszcze 2 lata żeby pracą udowodnić przewagę opozycji nad PiS. Keep Calm and Carry On ✌🏻",positive
"Prezydent Andrzej Duda podpisał ustawę odbierającą Gdańskowi Westerplatte... To bardzo smutna wiadomość. Westerplatte powinno służyć wszystkim Polakom, a nie tylko jednej partii.",negative
Andrzej Duda w Krakowie. Świetne przemówienie o planach podstawowych działań w roli Prezydenta RP.,positive
Warto słuchać w i oglądać w ! #DUDA2020 🇵🇱🇵🇱🇵🇱🇵🇱,positive
"2/2 Nie ze wszystkimi propozycjami tej ustawy się zgadzam, ale jestem gotów pochylić się nad tą propozycją. #Sygnalydnia",neutral
Dymisja Kalemby wyrazem nieudolności i braku skutecznych działań rządu w pomocy hodowcom trzody ponoszącym straty z powodu wirusa ASF,negative
Brawo VIKI GABOR! Druga Polka zwyciężczynią Junior Eurowizja. GRATULACJE! DUMNI! #eurowizja #Polska,positive
"w : ""za kilka tygodni musimy zacząć odmrażać polską gospodarkę. Jeżeli tego nie zrobimy, okaże się, że ofiar śmiertelnych tej kuracji będzie więcej, niż koronawirusa"". Lekarstwo nie może szkodzić bardziej niż choroba!",negative
Trwa rozprawa przed Trybunałem Konstytucyjnym ws klauzuli sumienia. Szalenie istotna! Wnios.: Naczelna Rada Lekarska,positive
"""tu więcej zostawili po sobie niż mieli"" - w 50. rocznicę wydarzeń marcowych, na Dworcu Warszawa Gdańska, upamiętniłem tych, którzy 8 marca '68 musieli opuścić Polskę",positive
"Cieszę się,że mogłam uczestniczyć w tym ważnym wydarzeniu. Od XXV lat Dom Pomocy Społecznej funkcjonuje i trwale...",positive
W Łódzkiej Specjalnej Strefie Ekonomicznej wysłuchaliśmy wykładu prof. Witolda Modzelewskiego o instrumentach uszczelniających podatek VAT. Zaniechania w tej dziedzinie kosztowały nas w latach 2008-2015 ponad 260 mld zł. Straciliśmy prawie 1 roczny budżet,ambiguous
"13 października rozstrzygają się losy naszych lokalnych wspólnot, , Pomorza, Polski 🇵🇱 Wybieram tych, którzy rozumieją nas obywatelki i obywateli, samorząd, demokrację, wolność, praworządność",positive
"To po co w ogóle Pan wszczyna ""awanturę"", żeby kogoś oczernić?",negative
"""Titanic"" tonie... co na to kapitan Tusk?",negative
"ℹ️ Moja aktywność poselska w PE, cd. (cz. IV): Kilkanaście wywiadów do ogólnopolskiej prasy, w tym cytowane moje wystąpienie na Komisji Zatrudnienia i Spraw Społecznych (EMPL) w prasie niemieckiej („Bundesdeutsche Zeitung” i inne...",positive
Wczoraj wystosowałem pisma do premiera RC A.Babiša i hetmana kraju morawsko-śląskiego w sprawie zmiany decyzji o blokadzie granic dla mieszkańców Śląska. Ta decyzja jest zaskakująca. Sytuacja na #Śląskie jest stabilna i pod kontrolą. Liczymy na zmianę stanowiska.,negative
"""Prezydent nie wziął pod uwagę Konstytucji"" - Profesor Zoll. Wiem, co wziął - interes PiS.",negative
"Każdy czuje się lepiej i mocniej wiedząc, że ma wsparcie. Dziękuję!",positive
Aha,ambiguous
"Klęską PiS ws. Puszczy Białowieskiej. UNESCO wzywa do wstrzymania wycinki, przeciw były tylko dwa wschodnie reżimy",negative
"Liczyli, liczyli i się wreszcie doliczyli....",ambiguous
"To są takie karetki, które potrafią kilka razy objechać kulę ziemską. Dzięki specjalnym środkom z Ministerstwa Zdrowia właśnie je wymieniamy! Nową karetkę dostanie Szpital w Prudniku! Zastąpi tę, która ma przebieg ponad 300 tys km. #DobryCzasPL",positive
#Lubartów - czekamy na informacje! #WiosennePorzadki #wiosnawlubelskim ✌️,positive
Moja cenzura jest większa niż twoja. #RadioNowyŚwiat,negative
"Pamięci zasłużonych dla Śląskie. Pozytywna energia, w duchu zadumy...",positive
przecież to manipulacja. ...,negative
Sandomierz: Powstanie centrum eksportu polskich produktów do Chin.,neutral
W Paryżu o rosyjskiej okupacji Krymu i prześladowaniu Tatarów.,negative
"W kościołach chyba pusto, bo arcybiskup ostatniej deski się chwyta. Chciałabym przypomnieć, że jednym z najważniejszych przykazań jest ""nie zabijaj"". Smog zabija w Polsce 45 tys. ludzi rocznie, a żniwo CO2 może być znacznie większe",negative
Czekam wręcz na moment gdy i kwarantanna okaże się dla niego jedynie pustym zapisem.,negative
"Modliliśmy się o ustanie pandemii, ochronę przed klęską suszy, a także w intencji zmarłych i żyjących hodowców bydła z Warmii i Mazur.",positive
Jednym z większych wyzwań dla gdyńskiego portu jest budowa drugiego połączenia drogowego z obwodnicą Trójmiasta....,neutral
"Pani Karolino, błagam, nie zaklinajcie rzeczywistości!",negative
Ryszard Petru podczas debaty w Sejmie: Brexit jest porażką rządu...,negative
"...a gdy zamykam oczy to nie znaczy, że mnie nie widać😉👍",ambiguous
#wtylewizji Andrzej Rozenek sprawia wyrażenie chorągiewki. SLD w samorządzie już nie istnieje.,negative
400 followersów. Bardzo dziękuję.,positive
"Będzie totalna inwigilacja w systemie poboru opłat za drogi, powstaną nowe lukratywne stanowiska w administracji, a dodatkowo nie dowiemy się ile za to wszystko zaplacimy. #PiS przegłosował zm ust o drogach publicznych w która umacnia nacjonalizację kolejnego obszaru gospodarki.",negative
Widzimy się jutro pod Sejmem! #CzarnyPiątek #CzarnyProtest #StrajkKobiet #StopTheBan,positive
Proszę dodać chociażby roczny urlop macierzyński i wiele innych projektów. Pozdrawiam 👍🍀,positive
"Pomysł wrocławianie postrzegają jako kiełbasę wyborczą. 4 lata temu w Lubinie mówiono podobnie: „to niemożliwe”, „po wyborach znowu trzeba będzie płacić”. Dziś z darmowej komunikacji korzystają wszyscy mieszkańcy Lubina i całego powiatu! Można?",ambiguous
"W Żywcu świętujemy 101 lat Polskiej Niepodległości. 🇵🇱️ To niezwykle ważne, abyśmy wciąż pamiętali o najważniejszych momentach dla naszego kraju i tę pamięć przekazywali kolejnym pokoleniom, dbając o naszą wolność każdego dnia. Niech żyje wolna i niepodległa ‼️",positive
"Trwa kryzys. Liczba bezrobotnych w Polsce zbliża się do 1 mln. Tymczasem partyjni nominaci zarabiają krocie w spółkach, których głównym celem jest często przede wszystkim nabijanie ich kieszeni. Dlatego proponuję ustawę skromnościową. #MamyDość rozpasania władzy!",negative
Serdecznie gratuluję i pozdrawiam cała rodzinę. Moja Tosia też nie czekała i zrobiła nam niespodziankę 4 tygodnie przed terminem😀.,positive
"Oto jak posłowie i posłanki wykonują swoją pracę. Mogliby się zainteresować pracą #RPO, ale przecież #piateczek :-/",negative
"🔊Dzisiaj będę gościem RDN Małopolska (103,6 FM) o godz.8.10 w programie Słowo za Słowo. Zapraszam do słuchania❗",positive
"To jest kolega Trzaskowkiego z PO, więc o czy Pani wogóle pisze.",negative
Europa bez barier Europejska Karta Osoby Niepełnosprawnej Konferencja w #Sejm,positive
#żółtarewolucja,positive
"Nom, ja miałem to samo po ostatnim HIMYM, szczególnie, że zrobili dramat z sitcom'a.",negative
. Pani własna redakcja pisała o naszym proteście :),positive
"Stało się! Zgodnie z poniedziałkową zapowiedzią, od wczorajszego popołudnia do Olsztyna wjeżdżamy nową ulicą Towarową.",positive
"Orban jest węgierskim nacjonalistą i w nosie ma Polskę. To żałosne i upokarzające, że polityka europejska PiS doprowadziła do tego, że Polska wisi teraz u klamki Orbana.",negative
"przeciwnika trzeba zawsze szanować, a kto stoi niech baczy by nie upadł ;-)",positive
Sadownicy częstują szpitalne oddziały dziecięce,positive
Na grzyby na grzyby .... do lublinieckich lasów! Okolice Kokotka. Sezon rozpoczęty!,positive
"Pedofilia zawsze jest zła, zarówno hetero jak i homoseksualna. Ale z danych statystycznych można wyciągać dalsze wnioski. Przecież chyba nie ma 58% homoseksualnych księży? Wnioski zatem muszą byc inne!",negative
Każdy dzień niech zbliża Nas Polaków do lepszej Polski!,positive
"Nareszcie, bardzo dobry pomysl!! #TadeuszMazowiecki pomnik w #Warszawie",positive
Wsparcie dla seniorów to koleje zobowiązanie realizowane przez #PiS,positive
"Panie Ostaszewski, co będzie Pan robił 25 grudnia?",neutral
"Dziś o 19:20 zapraszam do na rozmowę z cyklu ""W Pajęczynie Pytań"", gdzie będę gościem red. :) #Wrocław #polityka #Platforma",positive
#DUDA2020,positive
Jestem do dyspozycji. Jak zawsze!,positive
Zgromadzenie Parlamentarne Rady Europy uchwaliło: „Fabryki trolli nie było i nie ma.”,ambiguous
"Urodziłem się w 1982 roku i dla mnie problemem nie jest Stan Wojenny, Powstanie Listopadowe, a fakt, że 25% pokolenia jest na emigracji!",negative
O niebezpiecznym składowisku odpadów w Wałbrzychu: .,negative
Rada Krajowa PO zatwierdziła listy wyborcze. L. Dorn w drużynie. #wybory2015,positive
"Nawet bogate menu nie skusi mnie, żebym jechał na uroczystości 30 - lecia Trybunału Konstytucyjnego. Więcej na:",negative
A co wg Pana stało się w edukacji?,neutral
"Może i cydru, choć raczej bym stawiał, że to złość utrudnia zachowanie zdrowego rozsądku.",negative
"Rafał Trzaskowski daje swój patronat paradzie równości, która jest absolutnie wulgarnym przejawem pogardy dla wszystkiego, co konserwatywne, dla ludzi, którzy wierzą w Pana Boga 🇵🇱",negative
"Pragnę złożyć rodzinie, przyjaciołom oraz wszystkim bliskim byłego Premiera RP Jana Olszewskiego szczere wyrazy ubolewania w związku ze śmiercią tak wielkiej persony. W dniu dzisiejszym Polska straciła wybitnego patriotę! Cześć jego pamięci!",negative
"Dyskurs polityczny w Polsce, nawet w czasie kampanii prezydenckiej, jest wyjątkowo stonowany w porównaniu do dyskursu w ""dojrzałych"" demokracjach. #KampaniaPrezydencka",neutral
"Nowy rok akademicki zainaugurował Wdz. Zarządzania PCz. Życzę wam miłych doświadczeń, do których będziecie wracać pamięcią przez całe życie.",positive
Wszystkim uczniom i nauczycielom w nadchodzącym roku szkolnym życzę sukcesów,positive
W dniu dzisiejszym Radni Powiatu Żywieckiego wybrali Prezydium i Zarząd Powiatu Żywieckiego na lata 2018 - 2023. Serdecznie gratuluję !!!👏😃,positive
"Udowodnijmy tym, którzy prowadzą brudną kampanię przeciwko AD, że prawda jest po naszej stronie. Andrzej Duda to się uda! Zróbmy to razem",positive
"Narodowy Dzień Pamięci Żołnierzy Wyklętych po raz pierwszy uczczony został w Gruzji. Złożyliśmy kwiaty w jednych z prawdopodobnych miejsc pochówku żołnierzy AK z Wileńszczyzny, więźniów obozu kontrolno-...",positive
"Uroczystości pogrzebowe śp. Zbigniewa Zychowicza, odbędą się we wtorek 12.01.2016 r. o godzinie 14.00 na...",negative
"Tak duża kwota pieniędzy wskazuje na poważne potraktowanie sprawy. Podjęte działania mają być dodatkowym paliwem napędowym dla naszej gospodarki, aby ta mogła utrzymać trend wzrostowy. umie w ekonomię #TarczaAntykryzysowa",positive
"Podkarpacie już w Słupsku. Jesteśmy i czekamy na rozpoczęcie konwencji, gdzie zostanie przedstawiony najlepszy kandydat na prezydenta RP 💪💪💪 #Biedron2020 #NastępnyKrok #KierunekSłupsk",positive
Premier w Ryczowie #dzieńflagi,positive
"Pomimo, że specjaliści są zgodni, iż najbliższe tygodnie nadal będą trudne dla kierowców to z optymizmem wyczekują 2019r. Wszystko wskazuje na to, że podaż ropy zaspokaja popyt, a w takim scenariuszu rośnie szansa, że zarówno ceny ON, jak i bezołowiówki spadną poniżej 5zł/litr.",positive
Jak PREZES zobaczy ten filmik to zażyczy sobie taką samą ochronę :=),ambiguous
"Do akcji ""Charytatywnie dla Zwierząt"" każdego roku przyłącza się liczna grupa wolontariuszy. W tegorocznej IV edycji padł rekord w ilości zebranej karmy, żwirku i koców. Dziękuję za Wasze dobre serca dla czworonogów🐱🐶😊",positive
"Dzisiaj gala Słowa Sportowego. Nagradzamy i dziękujemy działaczom, trenerom i sportowcom Dolnego Śląska i Wrocławia. Gratulacje!",positive
Jeszcze nie :),ambiguous
Konferencja prasowa nt. programu „Tarcza dla Samorządów” przed Starostwem Powiatowym w Lublinie. #2KadencjaAndrzejaDudy #ŁączyNasPolska #AndrzejDuda2020,positive
Teraz na Radzie Naczelnej PSL o sytuacji na rynku pracy.,neutral
Dzień zaczynamy wykładem z filozoficznych podstaw etyki - starożytność i średniowiecze. Dobrego dnia!,positive
#Mazowsze i #Lubelskie - oficjalne otwarcie mostu im. Edwarda Wojtasa. Teraz czeka nas przebudowa drogi 747 do Lipska i Iłży,neutral
:),ambiguous
"Przykro mi kończyłem 8 letnią podstawówkę, nie miałem tak ogromnych możliwości edukacyjnych, jakie dawały gimnazja.",negative
"#NGO wobec samorządów: wspierane, ale bez wpływu?",ambiguous
ŻAL.,negative
gratulacje!,positive
"O 17.40 będę gościem Telewizji , a o 20.05. Radia dla Ciebie. Zapraszam do oglądania i słuchania.",positive
KOALICJA OBYWATELSKA zmieni obecną dramatyczną sytuację w służbie zdrowia. Wśród wielu propozycji te dwie wyszczególnione poniżej zmienią opiekę zdrowotna. Każda Polska i każdy Polak będą czuć się bezpiecznie.,positive
#UdzielamWotum,positive
"Zaproszom na Nikisz, we sobota❗️",positive
Uwazam ze Zwiefka potrzebuje pomocy psychiatry i leczenia w zakładzie zamkniętym,negative
"Afrykański pomór świń w Polsce- padły 2 dziki. Polscy rolnicy stracili mln zł,ceny skupu żywca spadły drastycznie, krocie zyskują handlowcy.",negative
Może bali się o tak jest to tylko należy im współczuć pani i nerwowego zachowania,negative
W Tarnowie Podgórnym też kibicujemy...😄👍,positive
"Prezydent : Ja nie mam żadnego problemu z tym, że czy są bardzo majętnymi ludźmi. Ja mam problem z tym, że przepisują majtki na żony i probują to ukryć. #ArenaPrezydencka #Trzaskowski2020",negative
9 tydzień ciąży. Oto CZŁOWIEK! #FalaZycia #aborcjatomorderstwo,ambiguous
"Kilka przydatnych informacji o tym, jak radzić sobie z wysoką temperaturą (Audio)",positive
Dziękuję. Pozdrawiam serdecznie🙂,positive
Głodowe emerytury to problem wyłącznie kobiet. Dostają średnio o tysiąc złotych mniej od mężczyzn. A będą dostawać jeszcze mniej po obniżeniu przez PiS wieku emerytalnego kobiet od 60-go roku życia.,negative
"Od marca 2019, jak nie września 2018, był czas by do #czasowstrzymywacz się przygotować, by o niego zgodnie z wolą większości, w tym większości w Sejmie, walczyć w UE. Piłka ciągle w grze. Z wzywamy do działania!! Tak lepiej dla zdrowia i gospodarki.",positive
Przywołanie na lekcji historii rzeczywistego wydarzenia wybuchu II w.ś. jest propagowaniem działań wojennych? Nie promuję czynu JKM. Stwierdzam jego bezskuteczność. Proszę czytać ze zrozumieniem.,negative
Nie mogłoby mnie nie być pod Sejmem na demonstracji #DziśSedziowieJutroTy. Będziemy walczyć do końca o #WolneSady!!!,positive
"W okresie I-IV 2015 r. eksport Polski w cenach bieżących wzrósł o 6,1% r/r, do 240,9 mld zł, a import o 1,8% r/r, do 232,2 mld,",neutral
XXIX Sesja Rady Miejskiej Leszna,neutral
Ustawienie Niemców wg #TVP: 4-5-3-1 #GERARG,neutral
Śląsk nie zasłużył sobie na taką hańbę procedowania przez PO/PSL w nocy nad ustawą.decydującą o losie tysięcy górników- WSTYD!!!,negative
jak nie ma koncepcji to odgrzewa sie stary kotlet,negative
"gdzie Rzym gdzie Krym. Oprócz tytułu warto czasami przeczytać cały artykuł. To taka generalna, życzliwa rada na przyszłość.",negative
"#TrzaskamyBanery w woj. Podlaskim. Wszystkie osoby, które chcą zawiesić baner na swoim płocie lub balkonie proszę o kontakt. #Trzaskowski2020",positive
Dzisiaj w o godz. 12 odbędzie się konferencja prasowa min. z udziałem min. poświęcona propozycjom skutecznej pomocy dla zadłużonych. To przełom w wychodzeniu z niewypłacalności.,positive
"""Gdyby głupota umiała fruwać..."" (Szpital na peryferiach)",negative
Przez ten zakaz wiele z nich musi pracować w sklepach otwartych 24h/dobę przez 6 dni w tygodniu. Czy to jest lepsze?,negative
News „Do Rzeczy”: PiS prowadzi w Elblągu -,neutral
#WotumNieufnosci #PolskabezPiS,negative
Fajny z Pana facet. I jaki przenikliwy....,negative
"Ciekawe, że w zestawieniu nie na ""narodowych championów"" czyli firm ręcznie sterowanych przez rząd :-(",negative
To dzieje się naprawdę. sięga po śp. Leppera ws TK. ws,negative
"Życzę wszystkim spokojnych, rodzinnych Świąt Bożego Narodzenia oraz szczęśliwego Nowego Roku",positive
"Niepowetowana szkoda. Odszedł jeden z Wielkich. Zostaną w pamięci Jego piękne, finezyjne zagrania...",negative
Dziękuję za dotychczasową pracę jako wicemarszałek . Życzę powodzenia w dalszym działaniu na rzecz walki z koronawirusem w szpitalu! 🇵🇱,positive
"Poza tym taką akcją wyśmiewamy ludzi, którzy zarabiając 20 tys miesięcznie uważają ze nie mogą związać końca z końcem.",negative
Można poprosić link? Chciałbym się dokształcić w młodzieżowej muzyce 😎,positive
dopiero zaczyna..szuka fachowców..hi hi,negative
"Zaniechanie pogłębiania Wisły doprowadzi do kolejnej tragicznej w skutkach powodzi. Wody Polskie to niewydolny moloch, który nie jest w stanie sobie poradzić z żadnym problemem systemowym.",negative
KOLEJ #dolnyslask,neutral
06.10.2018 „Panorama tygodnia” - Radio Lublin przez,neutral
Pan Tusk doskonale zna Platformę Obywatelską. Stąd tak celna i prawdziwa ocena własnej partii.,negative
"👉🏻 Jeśli lekarze, pielęgniarki, sprzedawcy czy kierowcy mogą pracować w obliczu 🦠 pandemii - mogą także parlamentarzyści. ❗️W następnym tygodniu posiedzenie Senatu, staniemy na wysokości zadania! 🇵🇱",positive
#100lecieurodzinjp2,positive
Ambitnie.,ambiguous
"jak to.. nie chciała Pani wiedzieć, że ""w Milicach ukradziony 7 uli, albo jaką pizzę lubią Polacy najbardziej?"" :) spokojnej nocki. :)",negative
Wałowa:),ambiguous
Trzymam kciuki za powrot do ekstraklasy! #lodz #lks,positive
Cala prawda o Millerze.,negative
źle Pani słyszała:-),ambiguous
Przedstawiamy program dla rodzin. Oglądajcie na żywo na #Periscope,positive
Nie mogę już się chować za plecami koleżanek i kolegów muszę dawać przykład - nasi wyborcy będą z nas dumni.,positive
Oświadczenie ws. „Wyborów”,neutral
"Myśliwi właśnie dlatego zostali wybrani, ze mają mało atrakcyjny wizerunek. Jeśli napisze teraz ze większość tej kasy idzie na odszkodowania dla rolników od razu będę obrońcą myśliwych. Powtarzam najpierw dojada myśliwych potem innych:/",negative
Pod żadnym pozorem nie akceptuję przekleństw !!,negative
Benedykt XVI i kard. Robert Sarah to jednak dream team ❤,positive
"""W Europarlamencie potrzebni są ludzie, którzy potrafią się tam poruszać, doskonale znają europejskie prawo, doskonale posługują się j. ang. - to ci, którzy muszą stanowić tą czołówkę naszej ekipy! - dlatego bardzo Was proszę, poprzyjcie Karola Karskiego! "" - Jarosław Kaczyński",positive
Panie rzeczniku - od dziś zwrot obowiązkowy do 😁😁😁👍👍👍,ambiguous
Gratulacje!!!!,positive
"Nie możesz iść od lasu, no chyba że chcesz sobie postarzać do zwierząt, to wtedy jednak możesz ... 🤷🏼‍♀️",negative
wrócimy do tematu po wynikach sekcji po ekshumacji,neutral
"Sejm w tym półroczu pracował niewiele (partia rządząca chyba bała się zwoływania posiedzeń), więc w tym tygodniu nadrabia zaległości - dziś mamy min. blok 170 głosowań. Ja wczoraj zabierałem...",negative
Takiego Prezydenta potrzebujemy!,positive
🇮🇩🇮🇩🇮🇩O 21:00 debata prezydencka - wspieramy Andrzeja Dudę - #Duda2020 #debataprezydencka,positive
Mam i ja :) #SkarbKibica Ruszamy #1LigaStylŻycia Niech Pan Piłkarz Grzegorz Lech prowadzi #NowyStomil #dumawarmii do kolejnych zwycięstw! PS. Redaktorze dobre foto,positive
ogromne brawa💪👏 #KoalicjaObywatelska nie zawodzi #KoalicjaEuropejska też nie zawiedzie❗❗❗,positive
Cześć i chwała polskim bohaterom Bitwy o Anglię!,positive
Miłego dnia! Lecimy do . Łączenie z Krakowa 😊,positive
🧐 Dziwne... to mieścicie się na jednej kanapie czy pufie?,ambiguous
